Solution_ID,pv,gas_boiler,gas_chp,heat_pump_air,heat_pump_ground,battery_storage,thermal_storage,Cost,Emissions_kg,Resilience,Knee_Cost_Emissions,Knee_Cost_Resilience,Knee_Emissions_Resilience,Ideal_Distance
0,0.706020341396781,1.8346441231229305,0.22061435530281545,0.5444444425135639,1.3188518552046158,0.31689011160493596,1.1146963663182083,713501.5367346267,936808.6797496001,0.5811734245391664,NO,NO,YES,NO
1,0.706020341396781,1.8346441231229305,0.22061435530281545,0.5444444425135639,1.3188518552046158,0.3083324323519685,0.5759446022189889,683794.8277253776,936808.6797496001,0.5810813144305187,NO,NO,NO,YES
2,1.1226377110006,2.011895726107811,0.2820255747295898,0.24071332283523958,1.3652713971050368,0.2911201576187772,1.5437080717308915,810388.0421628002,1197583.0219905803,0.5938019734051908,NO,NO,NO,NO
3,0.3482155210133204,1.8527838802712813,0.267543697831374,0.24071332283523958,1.2366334042235743,0.24896432500081334,0.5819509489215553,526529.2044696496,1136087.7128630662,0.5567006623174445,NO,NO,NO,NO
4,1.1358770112676086,1.852767972900744,0.2702423425915226,0.24071332283523958,1.3206245634117175,0.24897314058796624,1.5437080717308915,780777.5820348246,1147547.1386624342,0.5920097570917571,NO,NO,NO,NO
5,1.1226377110006,2.011895726107811,0.2820255747295898,0.23872458514770262,1.3652713971050368,0.5170828762904671,1.5437080717308915,925629.4614891009,1197583.0219905803,0.5938400100573459,YES,NO,NO,NO
6,0.7215535728981449,1.7927223517035544,0.22055967543511382,0.5444444425135639,1.3188518552046158,0.323059811891373,1.1146963663182083,719760.0066590501,936576.4891716115,0.580972843355366,NO,NO,NO,NO
7,0.8184998566773767,1.7924753486681024,0.21522572282971977,0.5465283854294164,1.3020105966685995,1.2313355879008725,0.9935705635695602,1199495.0962276382,913926.5891175219,0.5832777439332294,NO,NO,NO,NO
8,0.5837270723812923,1.8527838802712813,0.27024016795676997,0.24071332283523958,1.4143518656286673,0.2752073959565302,1.0135883530731917,642620.9010421429,1147537.9043734474,0.5741719425166069,NO,NO,NO,NO
9,1.1366720957874488,2.0103077736205197,0.21615177178873463,0.275665067935291,2.036466272899619,0.3144969300979236,1.557204777746041,901073.0097194366,917858.9293384807,0.5936984209651783,NO,NO,NO,NO
10,1.0700998455027582,1.843153089350713,0.20490154268856642,2.8369193853785446,1.3628461530118758,0.2884114662642893,0.5702668262219033,1054928.2747113002,870086.3704959576,0.5662878848055145,NO,NO,NO,NO
11,1.0678195155449681,2.0120812972395536,0.20740031620532481,0.23875328246971503,2.215041693538696,0.270798014297095,0.4141734467354725,823825.8468968453,880697.0704026549,0.5284428963077017,NO,YES,NO,NO
12,0.7913308656571334,2.428384429245905,0.20344186873356257,2.5296107381258954,0.3860945895956446,1.482966226212754,0.9233519159021105,1459589.0774111715,863888.0647294308,0.5958912392880501,NO,NO,NO,NO
13,1.3316985005172253,2.011895726107811,0.26788269497223094,0.7221058666238999,1.3705207557400623,0.24776902612371418,0.6502647614117993,856568.7278797444,1137527.2178469065,0.5888417680307232,NO,NO,NO,NO
